number,id,type,size,opendate,openprice,closeprice,closedate,isclosed,closetype,p/l,AccPL,qty,executions
1.0,ETHUSDT-2022-01-03 16:05:00,Sell,1000.0,2022-01-03 16:05:00,3770.56,3803.79,2022-01-04 10:49:59.999000,True,TC,-10.31,-10.31,0.265,open->TC
2.0,ETHUSDT-2022-01-04 10:45:00,Buy,1000.0,2022-01-04 10:45:00,3803.79,3776.03,2022-01-04 18:54:59.999000,True,TC,-8.8,-19.11,0.263,open->TC
3.0,ETHUSDT-2022-01-04 18:50:00,Sell,1000.0,2022-01-04 18:50:00,3776.03,3178.4,2022-01-09 19:14:59.999000,True,TC,156.77,137.66,0.265,open->TC
4.0,ETHUSDT-2022-01-09 19:10:00,Buy,1000.0,2022-01-09 19:10:00,3178.4,3136.78,2022-01-10 00:59:59.999000,True,TC,-14.59,123.07,0.315,open->TC
5.0,ETHUSDT-2022-01-10 00:55:00,Sell,1000.0,2022-01-10 00:55:00,3136.78,3141.44,2022-01-11 08:04:59.999000,True,TC,-2.99,120.08,0.319,open->TC
6.0,ETHUSDT-2022-01-11 08:00:00,Buy,1000.0,2022-01-11 08:00:00,3141.44,3316.85,2022-01-13 03:14:59.999000,True,TC,54.34,174.42,0.318,open->TC
7.0,ETHUSDT-2022-01-13 03:10:00,Sell,1000.0,2022-01-13 03:10:00,3316.85,3389.26,2022-01-13 14:34:59.999000,True,TC,-23.33,151.09,0.301,open->TC
8.0,ETHUSDT-2022-01-13 14:30:00,Buy,1000.0,2022-01-13 14:30:00,3389.26,3292.02,2022-01-13 15:34:59.999000,True,TC,-30.19,120.9,0.295,open->TC
9.0,ETHUSDT-2022-01-13 15:30:00,Sell,1000.0,2022-01-13 15:30:00,3292.02,3308.5,2022-01-14 19:19:59.999000,True,TC,-6.51,114.39,0.304,open->TC
10.0,ETHUSDT-2022-01-14 19:15:00,Buy,1000.0,2022-01-14 19:15:00,3308.5,3301.05,2022-01-16 02:54:59.999000,True,TC,-3.75,110.64,0.302,open->TC
11.0,ETHUSDT-2022-01-16 02:50:00,Sell,1000.0,2022-01-16 02:50:00,3301.05,3356.2,2022-01-16 14:34:59.999000,True,TC,-18.21,92.43,0.303,open->TC
12.0,ETHUSDT-2022-01-16 14:30:00,Buy,1000.0,2022-01-16 14:30:00,3356.2,3298.7,2022-01-17 03:34:59.999000,True,TC,-18.63,73.8,0.298,open->TC
13.0,ETHUSDT-2022-01-17 03:30:00,Sell,1000.0,2022-01-17 03:30:00,3298.7,3158.23,2022-01-19 14:59:59.999000,True,TC,41.08,114.88,0.303,open->TC
14.0,ETHUSDT-2022-01-19 14:55:00,Buy,1000.0,2022-01-19 14:55:00,3158.23,3156.68,2022-01-20 21:39:59.999000,True,TC,-1.99,112.89,0.317,open->TC
15.0,ETHUSDT-2022-01-20 21:35:00,Sell,1000.0,2022-01-20 21:35:00,3156.68,2520.19,2022-01-23 08:59:59.999000,True,TC,200.13,313.02,0.317,open->TC
16.0,ETHUSDT-2022-01-23 08:55:00,Buy,1000.0,2022-01-23 08:55:00,2520.19,2413.68,2022-01-23 14:49:59.999000,True,TC,-43.76,269.26,0.397,open->TC
17.0,ETHUSDT-2022-01-23 14:45:00,Sell,1000.0,2022-01-23 14:45:00,2413.68,2534.56,2022-01-23 23:14:59.999000,True,TC,-51.58,217.68,0.414,open->TC
18.0,ETHUSDT-2022-01-23 23:10:00,Buy,1000.0,2022-01-23 23:10:00,2534.56,2371.01,2022-01-24 09:09:59.999000,True,TC,-66.03,151.65,0.395,open->TC
19.0,ETHUSDT-2022-01-24 09:05:00,Sell,1000.0,2022-01-24 09:05:00,2371.01,2403.73,2022-01-24 18:49:59.999000,True,TC,-15.3,136.35,0.422,open->TC
20.0,ETHUSDT-2022-01-24 18:45:00,Buy,1000.0,2022-01-24 18:45:00,2403.73,2512.02,2022-01-26 20:09:59.999000,True,TC,43.55,179.9,0.416,open->TC
21.0,ETHUSDT-2022-01-26 20:05:00,Sell,1000.0,2022-01-26 20:05:00,2512.02,2478.6,2022-01-27 13:09:59.999000,True,TC,11.8,191.7,0.398,open->TC
22.0,ETHUSDT-2022-01-27 13:05:00,Buy,1000.0,2022-01-27 13:05:00,2478.6,2375.17,2022-01-27 20:24:59.999000,True,TC,-43.23,148.47,0.403,open->TC
23.0,ETHUSDT-2022-01-27 20:20:00,Sell,1000.0,2022-01-27 20:20:00,2375.17,2476.69,2022-01-28 16:19:59.999000,True,TC,-44.24,104.23,0.421,open->TC
24.0,ETHUSDT-2022-01-28 16:15:00,Buy,1000.0,2022-01-28 16:15:00,2476.69,2563.9,2022-01-30 19:29:59.999000,True,TC,33.71,137.94,0.404,open->TC
25.0,ETHUSDT-2022-01-30 19:25:00,Sell,1000.0,2022-01-30 19:25:00,2563.9,2566.66,2022-01-31 13:44:59.999000,True,TC,-2.58,135.36,0.39,open->TC
26.0,ETHUSDT-2022-01-31 13:40:00,Buy,1000.0,2022-01-31 13:40:00,2566.66,2692.74,2022-02-02 14:49:59.999000,True,TC,47.62,182.98,0.39,open->TC
27.0,ETHUSDT-2022-02-02 14:45:00,Sell,1000.0,2022-02-02 14:45:00,2692.74,2695.46,2022-02-03 23:59:59.999000,True,TC,-2.51,180.47,0.371,open->TC
28.0,ETHUSDT-2022-02-03 23:55:00,Buy,1000.0,2022-02-03 23:55:00,2695.46,2769.0,2022-02-04 14:04:59.999000,True,TC,25.78,206.25,0.371,open->TC
29.0,ETHUSDT-2022-02-04 14:00:00,Sell,1000.0,2022-02-04 14:00:00,2769.0,2915.4,2022-02-04 15:34:59.999000,True,TC,-54.37,151.88,0.361,open->TC
30.0,ETHUSDT-2022-02-04 15:30:00,Buy,1000.0,2022-02-04 15:30:00,2915.4,2959.69,2022-02-06 15:04:59.999000,True,TC,13.69,165.57,0.343,open->TC
31.0,ETHUSDT-2022-02-06 15:00:00,Sell,1000.0,2022-02-06 15:00:00,2959.69,3045.4,2022-02-06 23:34:59.999000,True,TC,-30.46,135.11,0.338,open->TC
32.0,ETHUSDT-2022-02-06 23:30:00,Buy,1000.0,2022-02-06 23:30:00,3045.4,3098.47,2022-02-08 09:09:59.999000,True,TC,15.93,151.04,0.328,open->TC
33.0,ETHUSDT-2022-02-08 09:05:00,Sell,1000.0,2022-02-08 09:05:00,3098.47,3149.51,2022-02-09 11:49:59.999000,True,TC,-17.97,133.07,0.323,open->TC
34.0,ETHUSDT-2022-02-09 11:45:00,Buy,1000.0,2022-02-09 11:45:00,3149.51,3173.63,2022-02-10 04:44:59.999000,True,TC,6.16,139.23,0.318,open->TC
35.0,ETHUSDT-2022-02-10 04:40:00,Sell,1000.0,2022-02-10 04:40:00,3173.63,3244.54,2022-02-10 10:09:59.999000,True,TC,-23.84,115.39,0.315,open->TC
36.0,ETHUSDT-2022-02-10 10:05:00,Buy,1000.0,2022-02-10 10:05:00,3244.54,3139.48,2022-02-10 13:44:59.999000,True,TC,-33.88,81.51,0.308,open->TC
37.0,ETHUSDT-2022-02-10 13:40:00,Sell,1000.0,2022-02-10 13:40:00,3139.48,2915.28,2022-02-14 12:54:59.999000,True,TC,69.91,151.42,0.319,open->TC
38.0,ETHUSDT-2022-02-14 12:50:00,Buy,1000.0,2022-02-14 12:50:00,2915.28,2865.85,2022-02-14 19:24:59.999000,True,TC,-18.46,132.96,0.343,open->TC
39.0,ETHUSDT-2022-02-14 19:20:00,Sell,1000.0,2022-02-14 19:20:00,2865.85,2975.28,2022-02-15 01:34:59.999000,True,TC,-39.68,93.28,0.349,open->TC
40.0,ETHUSDT-2022-02-15 01:30:00,Buy,1000.0,2022-02-15 01:30:00,2975.28,3095.51,2022-02-16 13:34:59.999000,True,TC,38.91,132.19,0.336,open->TC
41.0,ETHUSDT-2022-02-16 13:30:00,Sell,1000.0,2022-02-16 13:30:00,3095.51,3149.64,2022-02-16 19:19:59.999000,True,TC,-18.99,113.2,0.323,open->TC
42.0,ETHUSDT-2022-02-16 19:15:00,Buy,1000.0,2022-02-16 19:15:00,3149.64,3083.85,2022-02-17 03:59:59.999000,True,TC,-22.39,90.81,0.317,open->TC
43.0,ETHUSDT-2022-02-17 03:55:00,Sell,1000.0,2022-02-17 03:55:00,3083.85,2698.5,2022-02-21 01:09:59.999000,True,TC,123.46,214.27,0.324,open->TC
44.0,ETHUSDT-2022-02-21 01:05:00,Buy,1000.0,2022-02-21 01:05:00,2698.5,2684.61,2022-02-21 10:34:59.999000,True,TC,-6.65,207.62,0.371,open->TC
45.0,ETHUSDT-2022-02-21 10:30:00,Sell,1000.0,2022-02-21 10:30:00,2684.61,2617.89,2022-02-22 12:19:59.999000,True,TC,23.35,230.97,0.372,open->TC
46.0,ETHUSDT-2022-02-22 12:15:00,Buy,1000.0,2022-02-22 12:15:00,2617.89,2643.04,2022-02-23 18:14:59.999000,True,TC,8.11,239.08,0.382,open->TC
47.0,ETHUSDT-2022-02-23 18:10:00,Sell,1000.0,2022-02-23 18:10:00,2643.04,2456.94,2022-02-24 15:14:59.999000,True,TC,68.91,307.99,0.378,open->TC
48.0,ETHUSDT-2022-02-24 15:10:00,Buy,1000.0,2022-02-24 15:10:00,2456.94,2759.95,2022-02-27 00:29:59.999000,True,TC,121.83,429.82,0.407,open->TC
49.0,ETHUSDT-2022-02-27 00:25:00,Sell,1000.0,2022-02-27 00:25:00,2759.95,2775.67,2022-02-27 10:29:59.999000,True,TC,-7.2,422.62,0.362,open->TC
50.0,ETHUSDT-2022-02-27 10:25:00,Buy,1000.0,2022-02-27 10:25:00,2775.67,2714.72,2022-02-27 19:19:59.999000,True,TC,-23.46,399.16,0.36,open->TC
51.0,ETHUSDT-2022-02-27 19:15:00,Sell,1000.0,2022-02-27 19:15:00,2714.72,2716.13,2022-02-28 14:34:59.999000,True,TC,-2.02,397.14,0.368,open->TC
52.0,ETHUSDT-2022-02-28 14:30:00,Buy,1000.0,2022-02-28 14:30:00,2716.13,2924.0,2022-03-02 18:49:59.999000,True,TC,75.03,472.17,0.368,open->TC
53.0,ETHUSDT-2022-03-02 18:45:00,Sell,1000.0,2022-03-02 18:45:00,2924.0,2664.93,2022-03-05 12:19:59.999000,True,TC,87.1,559.27,0.342,open->TC
54.0,ETHUSDT-2022-03-05 12:15:00,Buy,1000.0,2022-03-05 12:15:00,2664.93,2639.26,2022-03-06 03:59:59.999000,True,TC,-11.13,548.14,0.375,open->TC
55.0,ETHUSDT-2022-03-06 03:55:00,Sell,1000.0,2022-03-06 03:55:00,2639.26,2583.25,2022-03-07 13:14:59.999000,True,TC,19.72,567.86,0.379,open->TC
56.0,ETHUSDT-2022-03-07 13:10:00,Buy,1000.0,2022-03-07 13:10:00,2583.25,2531.18,2022-03-07 18:14:59.999000,True,TC,-21.66,546.2,0.387,open->TC
57.0,ETHUSDT-2022-03-07 18:10:00,Sell,1000.0,2022-03-07 18:10:00,2531.18,2582.59,2022-03-08 08:34:59.999000,True,TC,-21.81,524.39,0.395,open->TC
58.0,ETHUSDT-2022-03-08 08:30:00,Buy,1000.0,2022-03-08 08:30:00,2582.59,2694.21,2022-03-09 19:14:59.999000,True,TC,41.72,566.11,0.387,open->TC
59.0,ETHUSDT-2022-03-09 19:10:00,Sell,1000.0,2022-03-09 19:10:00,2694.21,2611.08,2022-03-11 07:29:59.999000,True,TC,29.36,595.47,0.371,open->TC
60.0,ETHUSDT-2022-03-11 07:25:00,Buy,1000.0,2022-03-11 07:25:00,2611.08,2551.64,2022-03-11 17:29:59.999000,True,TC,-24.26,571.21,0.383,open->TC
61.0,ETHUSDT-2022-03-11 17:25:00,Sell,1000.0,2022-03-11 17:25:00,2551.64,2594.32,2022-03-14 04:14:59.999000,True,TC,-18.23,552.98,0.392,open->TC
62.0,ETHUSDT-2022-03-14 04:10:00,Buy,1000.0,2022-03-14 04:10:00,2594.32,2542.54,2022-03-14 17:29:59.999000,True,TC,-21.46,531.52,0.385,open->TC
63.0,ETHUSDT-2022-03-14 17:25:00,Sell,1000.0,2022-03-14 17:25:00,2542.54,2584.58,2022-03-14 22:49:59.999000,True,TC,-18.03,513.49,0.393,open->TC
64.0,ETHUSDT-2022-03-14 22:45:00,Buy,1000.0,2022-03-14 22:45:00,2584.58,2513.13,2022-03-15 09:09:59.999000,True,TC,-29.14,484.35,0.387,open->TC
65.0,ETHUSDT-2022-03-15 09:05:00,Sell,1000.0,2022-03-15 09:05:00,2513.13,2579.01,2022-03-15 15:34:59.999000,True,TC,-27.71,456.64,0.398,open->TC
66.0,ETHUSDT-2022-03-15 15:30:00,Buy,1000.0,2022-03-15 15:30:00,2579.01,2915.35,2022-03-19 22:19:59.999000,True,TC,128.91,585.55,0.388,open->TC
67.0,ETHUSDT-2022-03-19 22:15:00,Sell,1000.0,2022-03-19 22:15:00,2915.35,2906.68,2022-03-20 20:14:59.999000,True,TC,1.47,587.02,0.343,open->TC
68.0,ETHUSDT-2022-03-20 20:10:00,Buy,1000.0,2022-03-20 20:10:00,2906.68,2966.58,2022-03-22 23:44:59.999000,True,TC,19.11,606.13,0.344,open->TC
69.0,ETHUSDT-2022-03-22 23:40:00,Sell,1000.0,2022-03-22 23:40:00,2966.58,3003.22,2022-03-23 14:59:59.999000,True,TC,-13.85,592.28,0.337,open->TC
70.0,ETHUSDT-2022-03-23 14:55:00,Buy,1000.0,2022-03-23 14:55:00,3003.22,3103.82,2022-03-25 16:54:59.999000,True,TC,32.0,624.28,0.333,open->TC
71.0,ETHUSDT-2022-03-25 16:50:00,Sell,1000.0,2022-03-25 16:50:00,3103.82,3147.01,2022-03-26 20:34:59.999000,True,TC,-15.42,608.86,0.322,open->TC
72.0,ETHUSDT-2022-03-26 20:30:00,Buy,1000.0,2022-03-26 20:30:00,3147.01,3342.79,2022-03-28 23:19:59.999000,True,TC,60.71,669.57,0.318,open->TC
73.0,ETHUSDT-2022-03-28 23:15:00,Sell,1000.0,2022-03-28 23:15:00,3342.79,3442.23,2022-03-29 09:19:59.999000,True,TC,-31.25,638.32,0.299,open->TC
74.0,ETHUSDT-2022-03-29 09:15:00,Buy,1000.0,2022-03-29 09:15:00,3442.23,3369.98,2022-03-29 16:14:59.999000,True,TC,-22.49,615.83,0.291,open->TC
75.0,ETHUSDT-2022-03-29 16:10:00,Sell,1000.0,2022-03-29 16:10:00,3369.98,3437.09,2022-03-30 17:59:59.999000,True,TC,-21.41,594.42,0.297,open->TC
76.0,ETHUSDT-2022-03-30 17:55:00,Buy,1000.0,2022-03-30 17:55:00,3437.09,3342.66,2022-03-31 14:04:59.999000,True,TC,-28.97,565.45,0.291,open->TC
77.0,ETHUSDT-2022-03-31 14:00:00,Sell,1000.0,2022-03-31 14:00:00,3342.66,3322.27,2022-04-01 13:04:59.999000,True,TC,4.6,570.05,0.299,open->TC
78.0,ETHUSDT-2022-04-01 13:00:00,Buy,1000.0,2022-04-01 13:00:00,3322.27,3438.52,2022-04-02 18:09:59.999000,True,TC,33.49,603.54,0.301,open->TC
79.0,ETHUSDT-2022-04-02 18:05:00,Sell,1000.0,2022-04-02 18:05:00,3438.52,3505.19,2022-04-03 06:59:59.999000,True,TC,-20.89,582.65,0.291,open->TC
80.0,ETHUSDT-2022-04-03 06:55:00,Buy,1000.0,2022-04-03 06:55:00,3505.19,3453.72,2022-04-04 10:39:59.999000,True,TC,-16.18,566.47,0.285,open->TC
81.0,ETHUSDT-2022-04-04 10:35:00,Sell,1000.0,2022-04-04 10:35:00,3453.72,3529.77,2022-04-04 22:49:59.999000,True,TC,-23.52,542.95,0.29,open->TC
82.0,ETHUSDT-2022-04-04 22:45:00,Buy,1000.0,2022-04-04 22:45:00,3529.77,3479.0,2022-04-05 13:14:59.999000,True,TC,-15.88,527.07,0.283,open->TC
83.0,ETHUSDT-2022-04-05 13:10:00,Sell,1000.0,2022-04-05 13:10:00,3479.0,3268.81,2022-04-08 02:44:59.999000,True,TC,58.92,585.99,0.287,open->TC
84.0,ETHUSDT-2022-04-08 02:40:00,Buy,1000.0,2022-04-08 02:40:00,3268.81,3219.56,2022-04-08 13:29:59.999000,True,TC,-16.57,569.42,0.306,open->TC
85.0,ETHUSDT-2022-04-08 13:25:00,Sell,1000.0,2022-04-08 13:25:00,3219.56,3250.64,2022-04-09 22:39:59.999000,True,TC,-11.15,558.27,0.311,open->TC
86.0,ETHUSDT-2022-04-09 22:35:00,Buy,1000.0,2022-04-09 22:35:00,3250.64,3246.7,2022-04-10 22:19:59.999000,True,TC,-2.71,555.56,0.308,open->TC
87.0,ETHUSDT-2022-04-10 22:15:00,Sell,1000.0,2022-04-10 22:15:00,3246.7,3036.63,2022-04-12 11:29:59.999000,True,TC,63.2,618.76,0.308,open->TC
88.0,ETHUSDT-2022-04-12 11:25:00,Buy,1000.0,2022-04-12 11:25:00,3036.63,2972.8,2022-04-12 19:59:59.999000,True,TC,-22.52,596.24,0.329,open->TC
89.0,ETHUSDT-2022-04-12 19:55:00,Sell,1000.0,2022-04-12 19:55:00,2972.8,3074.62,2022-04-13 13:54:59.999000,True,TC,-35.75,560.49,0.336,open->TC
90.0,ETHUSDT-2022-04-13 13:50:00,Buy,1000.0,2022-04-13 13:50:00,3074.62,3081.49,2022-04-14 10:49:59.999000,True,TC,0.73,561.22,0.325,open->TC
91.0,ETHUSDT-2022-04-14 10:45:00,Sell,1000.0,2022-04-14 10:45:00,3081.49,3047.44,2022-04-16 21:49:59.999000,True,TC,9.55,570.77,0.325,open->TC
92.0,ETHUSDT-2022-04-16 21:45:00,Buy,1000.0,2022-04-16 21:45:00,3047.44,3026.9,2022-04-17 03:09:59.999000,True,TC,-8.24,562.53,0.328,open->TC
93.0,ETHUSDT-2022-04-17 03:05:00,Sell,1000.0,2022-04-17 03:05:00,3026.9,3060.85,2022-04-17 13:39:59.999000,True,TC,-12.72,549.81,0.33,open->TC
94.0,ETHUSDT-2022-04-17 13:35:00,Buy,1000.0,2022-04-17 13:35:00,3060.85,3013.84,2022-04-17 23:24:59.999000,True,TC,-16.86,532.95,0.327,open->TC
95.0,ETHUSDT-2022-04-17 23:20:00,Sell,1000.0,2022-04-17 23:20:00,3013.84,2959.99,2022-04-18 17:14:59.999000,True,TC,16.37,549.32,0.332,open->TC
96.0,ETHUSDT-2022-04-18 17:10:00,Buy,1000.0,2022-04-18 17:10:00,2959.99,3080.54,2022-04-20 15:04:59.999000,True,TC,39.23,588.55,0.338,open->TC
97.0,ETHUSDT-2022-04-20 15:00:00,Sell,1000.0,2022-04-20 15:00:00,3080.54,3128.72,2022-04-21 10:44:59.999000,True,TC,-17.14,571.41,0.325,open->TC
98.0,ETHUSDT-2022-04-21 10:40:00,Buy,1000.0,2022-04-21 10:40:00,3128.72,3075.54,2022-04-21 17:09:59.999000,True,TC,-18.5,552.91,0.32,open->TC
